type,lines,run,accuracy,thinking_length,non_thinking_length,problem_id
pseudo_thinking,10,1,100.0,7719,0,1984-2
pseudo_thinking,10,1,100.0,14847,0,1984-3
pseudo_thinking,10,1,100.0,6473,0,1984-4
pseudo_thinking,10,1,100.0,5850,0,1984-5
pseudo_thinking,10,1,100.0,31327,0,1984-6
pseudo_thinking,10,1,100.0,18115,0,1984-7
pseudo_thinking,10,1,100.0,25017,0,1984-8
pseudo_thinking,10,1,100.0,18750,0,1984-9
pseudo_thinking,10,1,0.0,37441,0,1984-10
pseudo_thinking,10,1,100.0,21374,0,1984-11
pseudo_thinking,10,1,0.0,19883,0,1984-12
pseudo_thinking,10,1,100.0,4498,0,1984-13
pseudo_thinking,10,1,0.0,29711,0,1984-14
pseudo_thinking,10,1,100.0,8048,0,1985-1
pseudo_thinking,10,1,100.0,5496,0,1985-2
pseudo_thinking,10,1,100.0,4304,0,1985-3
pseudo_thinking,10,1,0.0,40430,0,1985-4
pseudo_thinking,10,1,100.0,6252,0,1985-5
pseudo_thinking,10,1,0.0,57634,0,1985-6
pseudo_thinking,10,1,100.0,5387,0,1985-7
pseudo_thinking,10,1,100.0,19757,0,1985-8
pseudo_thinking,10,1,0.0,6420,0,1985-9
pseudo_thinking,10,1,0.0,18796,0,1985-10
pseudo_thinking,10,1,0.0,44632,0,1985-11
pseudo_thinking,10,1,100.0,8972,0,1985-12
pseudo_thinking,10,1,100.0,4798,0,1985-13
pseudo_thinking,10,1,100.0,21041,0,1985-14
pseudo_thinking,10,1,100.0,58165,0,1985-15
pseudo_thinking,10,1,100.0,3361,0,1986-1
pseudo_thinking,10,1,100.0,5183,0,1986-2
pseudo_thinking,10,1,100.0,2135,0,1986-3
pseudo_thinking,10,1,100.0,7538,0,1986-5
pseudo_thinking,10,1,100.0,5607,0,1986-6
pseudo_thinking,10,1,100.0,6349,0,1986-7
pseudo_thinking,10,1,100.0,15038,0,1986-8
pseudo_thinking,10,1,100.0,24290,0,1986-9
pseudo_thinking,10,1,100.0,12726,0,1986-10
pseudo_thinking,10,1,100.0,26166,0,1986-11
pseudo_thinking,10,1,0.0,40275,0,1986-12
pseudo_thinking,10,1,0.0,48883,0,1986-13
pseudo_thinking,10,1,0.0,42324,0,1986-14
pseudo_thinking,10,1,0.0,36907,0,1986-15
pseudo_thinking,10,1,100.0,11637,0,1987-1
pseudo_thinking,10,1,100.0,6889,0,1987-2
pseudo_thinking,10,1,100.0,18176,0,1987-3
pseudo_thinking,10,1,100.0,10690,0,1987-4
pseudo_thinking,10,1,100.0,5926,0,1987-5
pseudo_thinking,10,1,0.0,45907,0,1987-6
pseudo_thinking,10,1,100.0,12319,0,1987-7
pseudo_thinking,10,1,0.0,28234,0,1987-8
pseudo_thinking,10,1,100.0,13377,0,1987-9
pseudo_thinking,10,1,0.0,22483,0,1987-10
pseudo_thinking,10,1,100.0,16211,0,1987-11
pseudo_thinking,10,1,100.0,15378,0,1987-12
pseudo_thinking,10,1,100.0,15533,0,1987-14
pseudo_thinking,10,1,100.0,24893,0,1987-15
pseudo_thinking,10,1,100.0,8330,0,1988-2
pseudo_thinking,10,1,100.0,5492,0,1988-3
pseudo_thinking,10,1,100.0,6490,0,1988-5
pseudo_thinking,10,1,0.0,30320,0,1988-7
pseudo_thinking,10,1,100.0,7776,0,1988-8
pseudo_thinking,10,1,100.0,9472,0,1988-9
pseudo_thinking,10,1,100.0,5803,0,1988-10
pseudo_thinking,10,1,0.0,39275,0,1988-13
pseudo_thinking,10,1,0.0,38017,0,1988-14
pseudo_thinking,10,1,0.0,64518,0,1988-15
pseudo_thinking,10,1,0.0,2432,0,1989-1
pseudo_thinking,10,1,100.0,4946,0,1989-2
pseudo_thinking,10,1,100.0,22409,0,1989-4
pseudo_thinking,10,1,100.0,3505,0,1989-5
pseudo_thinking,10,1,100.0,3861,0,1989-7
pseudo_thinking,10,1,100.0,5662,0,1989-8
pseudo_thinking,10,1,100.0,22147,0,1989-9
pseudo_thinking,10,1,0.0,42707,0,1989-11
pseudo_thinking,10,1,100.0,28938,0,1989-13
pseudo_thinking,10,1,100.0,12638,0,1990-1
pseudo_thinking,10,1,100.0,7111,0,1990-2
pseudo_thinking,10,1,100.0,6722,0,1990-3
pseudo_thinking,10,1,100.0,16175,0,1990-5
pseudo_thinking,10,1,100.0,4919,0,1990-6
pseudo_thinking,10,1,100.0,4725,0,1990-7
pseudo_thinking,10,1,100.0,6627,0,1990-9
pseudo_thinking,10,1,0.0,45021,0,1990-10
pseudo_thinking,10,1,0.0,38159,0,1990-11
pseudo_thinking,10,2,100.0,3288,0,1983-1
pseudo_thinking,10,2,100.0,11286,0,1983-2
pseudo_thinking,10,2,100.0,13664,0,1983-3
pseudo_thinking,10,2,0.0,23544,0,1983-4
pseudo_thinking,10,2,100.0,5880,0,1983-5
pseudo_thinking,10,2,100.0,7382,0,1983-6
pseudo_thinking,10,2,100.0,27656,0,1983-7
pseudo_thinking,10,2,100.0,23873,0,1983-8
pseudo_thinking,10,2,100.0,25047,0,1983-9
pseudo_thinking,10,2,0.0,52849,0,1983-10
pseudo_thinking,10,2,0.0,39888,0,1983-11
pseudo_thinking,10,2,0.0,39853,0,1983-12
pseudo_thinking,10,2,100.0,23058,0,1983-13
pseudo_thinking,10,2,0.0,39463,0,1983-14
pseudo_thinking,10,2,0.0,42604,0,1983-15
pseudo_thinking,10,2,100.0,9213,0,1984-1
pseudo_thinking,10,2,100.0,5910,0,1984-2
pseudo_thinking,10,2,100.0,25469,0,1984-3
pseudo_thinking,10,2,100.0,6714,0,1984-4
pseudo_thinking,10,2,100.0,4873,0,1984-5
pseudo_thinking,10,2,100.0,16690,0,1984-6
pseudo_thinking,10,2,0.0,29736,0,1984-7
pseudo_thinking,10,2,100.0,5020,0,1984-8
pseudo_thinking,10,2,0.0,45177,0,1984-9
pseudo_thinking,10,2,0.0,38312,0,1984-10
pseudo_thinking,10,2,100.0,7879,0,1984-11
pseudo_thinking,10,2,100.0,15992,0,1984-12
pseudo_thinking,10,2,0.0,12133,0,1984-13
pseudo_thinking,10,2,100.0,11558,0,1984-14
pseudo_thinking,10,2,100.0,14454,0,1985-1
pseudo_thinking,10,2,100.0,3195,0,1985-2
pseudo_thinking,10,2,100.0,4798,0,1985-3
pseudo_thinking,10,2,0.0,37235,0,1985-4
pseudo_thinking,10,2,100.0,25484,0,1985-5
pseudo_thinking,10,2,0.0,52473,0,1985-6
pseudo_thinking,10,2,100.0,14265,0,1985-7
pseudo_thinking,10,2,100.0,17870,0,1985-8
pseudo_thinking,10,2,100.0,7628,0,1985-9
pseudo_thinking,10,2,100.0,22323,0,1985-10
pseudo_thinking,10,2,100.0,7235,0,1985-11
pseudo_thinking,10,2,100.0,16090,0,1985-12
pseudo_thinking,10,2,100.0,11995,0,1985-13
pseudo_thinking,10,2,0.0,54794,0,1985-14
pseudo_thinking,10,2,0.0,56192,0,1985-15
pseudo_thinking,10,2,100.0,4052,0,1986-1
pseudo_thinking,10,2,100.0,30468,0,1986-2
pseudo_thinking,10,2,100.0,2766,0,1986-3
pseudo_thinking,10,2,100.0,8142,0,1986-5
pseudo_thinking,10,2,100.0,7026,0,1986-6
pseudo_thinking,10,2,100.0,40318,0,1986-7
pseudo_thinking,10,2,100.0,16057,0,1986-8
pseudo_thinking,10,2,0.0,22795,0,1986-9
pseudo_thinking,10,2,100.0,8983,0,1986-10
pseudo_thinking,10,2,100.0,25684,0,1986-11
pseudo_thinking,10,2,0.0,42276,0,1986-12
pseudo_thinking,10,2,0.0,53753,0,1986-13
pseudo_thinking,10,2,0.0,51779,0,1986-14
pseudo_thinking,10,2,0.0,33568,0,1986-15
pseudo_thinking,10,2,100.0,13045,0,1987-1
pseudo_thinking,10,2,100.0,3475,0,1987-2
pseudo_thinking,10,2,100.0,11818,0,1987-3
pseudo_thinking,10,2,100.0,13748,0,1987-4
pseudo_thinking,10,2,100.0,6532,0,1987-5
pseudo_thinking,10,2,0.0,45617,0,1987-6
pseudo_thinking,10,2,100.0,9840,0,1987-7
pseudo_thinking,10,2,0.0,41671,0,1987-8
pseudo_thinking,10,2,100.0,12791,0,1987-9
pseudo_thinking,10,2,100.0,4648,0,1987-10
pseudo_thinking,10,2,0.0,18323,0,1987-11
pseudo_thinking,10,2,100.0,8346,0,1987-12
pseudo_thinking,10,2,100.0,10468,0,1987-14
pseudo_thinking,10,2,100.0,29715,0,1987-15
pseudo_thinking,10,2,100.0,14495,0,1988-2
pseudo_thinking,10,2,100.0,4644,0,1988-3
pseudo_thinking,10,2,100.0,3219,0,1988-5
pseudo_thinking,10,2,100.0,18573,0,1988-7
pseudo_thinking,10,2,100.0,19905,0,1988-8
pseudo_thinking,10,2,100.0,11460,0,1988-9
pseudo_thinking,10,2,100.0,20337,0,1988-10
pseudo_thinking,10,2,100.0,7016,0,1988-13
pseudo_thinking,10,2,100.0,15314,0,1988-14
pseudo_thinking,10,2,0.0,64290,0,1988-15
pseudo_thinking,10,2,100.0,2906,0,1989-1
pseudo_thinking,10,2,100.0,5100,0,1989-2
pseudo_thinking,10,2,100.0,17601,0,1989-4
pseudo_thinking,10,2,100.0,3879,0,1989-5
pseudo_thinking,10,2,100.0,4292,0,1989-7
pseudo_thinking,10,2,100.0,9417,0,1989-8
pseudo_thinking,10,2,100.0,10994,0,1989-9
pseudo_thinking,10,2,0.0,31424,0,1989-11
pseudo_thinking,10,2,100.0,32288,0,1989-13
pseudo_thinking,10,2,100.0,11965,0,1990-1
pseudo_thinking,10,2,100.0,9120,0,1990-2
pseudo_thinking,10,2,100.0,10152,0,1990-3
pseudo_thinking,10,2,100.0,16284,0,1990-5
pseudo_thinking,10,2,100.0,4030,0,1990-6
pseudo_thinking,10,2,100.0,10274,0,1990-7
pseudo_thinking,10,2,100.0,6365,0,1990-9
pseudo_thinking,10,2,100.0,12922,0,1990-10
pseudo_thinking,10,2,0.0,36977,0,1990-11
pseudo_thinking,10,3,100.0,6472,0,1983-1
pseudo_thinking,10,3,100.0,8823,0,1983-2
pseudo_thinking,10,3,100.0,9791,0,1983-3
pseudo_thinking,10,3,0.0,39719,0,1983-4
pseudo_thinking,10,3,100.0,5308,0,1983-5
pseudo_thinking,10,3,100.0,11632,0,1983-6
pseudo_thinking,10,3,100.0,30618,0,1983-7
pseudo_thinking,10,3,100.0,18303,0,1983-8
pseudo_thinking,10,3,100.0,7445,0,1983-9
pseudo_thinking,10,3,100.0,30030,0,1983-10
pseudo_thinking,10,3,100.0,41044,0,1983-11
pseudo_thinking,10,3,100.0,9679,0,1983-12
pseudo_thinking,10,3,100.0,17967,0,1983-13
pseudo_thinking,10,3,100.0,22504,0,1983-14
pseudo_thinking,10,3,0.0,43286,0,1983-15
pseudo_thinking,10,3,100.0,10007,0,1984-1
pseudo_thinking,10,3,100.0,8797,0,1984-2
pseudo_thinking,10,3,0.0,51069,0,1984-3
pseudo_thinking,10,3,100.0,14088,0,1984-4
pseudo_thinking,10,3,100.0,5230,0,1984-5
pseudo_thinking,10,3,100.0,36727,0,1984-6
pseudo_thinking,10,3,100.0,19758,0,1984-7
pseudo_thinking,10,3,100.0,17071,0,1984-8
pseudo_thinking,10,3,100.0,41230,0,1984-9
pseudo_thinking,10,3,100.0,14786,0,1984-10
pseudo_thinking,10,3,100.0,11039,0,1984-11
pseudo_thinking,10,3,0.0,20025,0,1984-12
pseudo_thinking,10,3,100.0,5676,0,1984-13
pseudo_thinking,10,3,100.0,17313,0,1984-14
pseudo_thinking,10,3,100.0,11037,0,1985-1
pseudo_thinking,10,3,100.0,4034,0,1985-2
pseudo_thinking,10,3,100.0,5523,0,1985-3
pseudo_thinking,10,3,0.0,39640,0,1985-4
pseudo_thinking,10,3,100.0,8860,0,1985-5
pseudo_thinking,10,3,0.0,47984,0,1985-6
pseudo_thinking,10,3,100.0,4049,0,1985-7
pseudo_thinking,10,3,100.0,16214,0,1985-8
pseudo_thinking,10,3,100.0,10634,0,1985-9
pseudo_thinking,10,3,100.0,17898,0,1985-10
pseudo_thinking,10,3,100.0,14647,0,1985-11
pseudo_thinking,10,3,100.0,14658,0,1985-12
pseudo_thinking,10,3,100.0,7019,0,1985-13
pseudo_thinking,10,3,0.0,50090,0,1985-14
pseudo_thinking,10,3,0.0,55167,0,1985-15
pseudo_thinking,10,3,100.0,2945,0,1986-1
pseudo_thinking,10,3,100.0,22307,0,1986-2
pseudo_thinking,10,3,100.0,1915,0,1986-3
pseudo_thinking,10,3,100.0,8550,0,1986-5
pseudo_thinking,10,3,100.0,8442,0,1986-6
pseudo_thinking,10,3,100.0,11991,0,1986-7
pseudo_thinking,10,3,100.0,5170,0,1986-8
pseudo_thinking,10,3,0.0,28780,0,1986-9
pseudo_thinking,10,3,0.0,38184,0,1986-10
pseudo_thinking,10,3,0.0,25580,0,1986-11
pseudo_thinking,10,3,100.0,39339,0,1986-12
pseudo_thinking,10,3,0.0,52822,0,1986-13
pseudo_thinking,10,3,0.0,42728,0,1986-14
pseudo_thinking,10,3,0.0,36437,0,1986-15
pseudo_thinking,10,3,100.0,9796,0,1987-1
pseudo_thinking,10,3,100.0,5837,0,1987-2
pseudo_thinking,10,3,100.0,16097,0,1987-3
pseudo_thinking,10,3,100.0,13507,0,1987-4
pseudo_thinking,10,3,100.0,6427,0,1987-5
pseudo_thinking,10,3,0.0,39541,0,1987-6
pseudo_thinking,10,3,100.0,13322,0,1987-7
pseudo_thinking,10,3,0.0,38285,0,1987-8
pseudo_thinking,10,3,100.0,12414,0,1987-9
pseudo_thinking,10,3,100.0,10253,0,1987-10
pseudo_thinking,10,3,100.0,22185,0,1987-11
pseudo_thinking,10,3,100.0,10905,0,1987-12
pseudo_thinking,10,3,100.0,27285,0,1987-14
pseudo_thinking,10,3,0.0,42506,0,1987-15
pseudo_thinking,10,3,100.0,8245,0,1988-2
pseudo_thinking,10,3,100.0,3718,0,1988-3
pseudo_thinking,10,3,100.0,3448,0,1988-5
pseudo_thinking,10,3,100.0,8345,0,1988-7
pseudo_thinking,10,3,100.0,11778,0,1988-8
pseudo_thinking,10,3,100.0,10724,0,1988-9
pseudo_thinking,10,3,100.0,7181,0,1988-10
pseudo_thinking,10,3,0.0,17118,0,1988-13
pseudo_thinking,10,3,100.0,29767,0,1988-14
pseudo_thinking,10,3,0.0,52358,0,1988-15
pseudo_thinking,10,3,100.0,4801,0,1989-1
pseudo_thinking,10,3,100.0,3458,0,1989-2
pseudo_thinking,10,3,100.0,9064,0,1989-4
pseudo_thinking,10,3,100.0,4516,0,1989-5
pseudo_thinking,10,3,100.0,7151,0,1989-7
pseudo_thinking,10,3,100.0,9426,0,1989-8
pseudo_thinking,10,3,100.0,17694,0,1989-9
pseudo_thinking,10,3,0.0,40374,0,1989-11
pseudo_thinking,10,3,0.0,35966,0,1989-13
pseudo_thinking,10,3,100.0,7754,0,1990-1
pseudo_thinking,10,3,0.0,5310,0,1990-2
pseudo_thinking,10,3,100.0,11386,0,1990-3
pseudo_thinking,10,3,100.0,10997,0,1990-5
pseudo_thinking,10,3,100.0,14649,0,1990-6
pseudo_thinking,10,3,100.0,10522,0,1990-7
pseudo_thinking,10,3,100.0,7680,0,1990-9
pseudo_thinking,10,3,100.0,20750,0,1990-10
pseudo_thinking,10,3,0.0,26096,0,1990-11
pseudo_thinking,10,4,100.0,7545,0,1983-1
pseudo_thinking,10,4,100.0,6479,0,1983-2
pseudo_thinking,10,4,0.0,30446,0,1983-3
pseudo_thinking,10,4,100.0,11278,0,1983-4
pseudo_thinking,10,4,100.0,5675,0,1983-5
pseudo_thinking,10,4,100.0,13780,0,1983-6
pseudo_thinking,10,4,100.0,12093,0,1983-7
pseudo_thinking,10,4,100.0,16763,0,1983-8
pseudo_thinking,10,4,100.0,9464,0,1983-9
pseudo_thinking,10,4,100.0,26928,0,1983-10
pseudo_thinking,10,4,100.0,22282,0,1983-11
pseudo_thinking,10,4,100.0,6175,0,1983-12
pseudo_thinking,10,4,0.0,49618,0,1983-13
pseudo_thinking,10,4,100.0,12719,0,1983-14
pseudo_thinking,10,4,0.0,44323,0,1983-15
pseudo_thinking,10,4,100.0,12084,0,1984-1
pseudo_thinking,10,4,100.0,4634,0,1984-2
pseudo_thinking,10,4,0.0,20603,0,1984-3
pseudo_thinking,10,4,100.0,9862,0,1984-4
pseudo_thinking,10,4,100.0,4329,0,1984-5
pseudo_thinking,10,4,100.0,13379,0,1984-6
pseudo_thinking,10,4,100.0,24777,0,1984-7
pseudo_thinking,10,4,100.0,21079,0,1984-8
pseudo_thinking,10,4,100.0,50194,0,1984-9
pseudo_thinking,10,4,0.0,19298,0,1984-10
pseudo_thinking,10,4,100.0,16621,0,1984-11
pseudo_thinking,10,4,100.0,16305,0,1984-12
pseudo_thinking,10,4,100.0,12194,0,1984-13
pseudo_thinking,10,4,100.0,16295,0,1984-14
pseudo_thinking,10,4,100.0,6545,0,1985-1
pseudo_thinking,10,4,100.0,3283,0,1985-2
pseudo_thinking,10,4,100.0,4241,0,1985-3
pseudo_thinking,10,4,0.0,39961,0,1985-4
pseudo_thinking,10,4,100.0,7038,0,1985-5
pseudo_thinking,10,4,0.0,53854,0,1985-6
pseudo_thinking,10,4,100.0,6852,0,1985-7
pseudo_thinking,10,4,100.0,21144,0,1985-8
pseudo_thinking,10,4,100.0,8363,0,1985-9
pseudo_thinking,10,4,100.0,26843,0,1985-10
pseudo_thinking,10,4,0.0,14580,0,1985-11
pseudo_thinking,10,4,100.0,14708,0,1985-12
pseudo_thinking,10,4,100.0,7321,0,1985-13
pseudo_thinking,10,4,100.0,44689,0,1985-14
pseudo_thinking,10,4,0.0,56984,0,1985-15
pseudo_thinking,10,4,100.0,3585,0,1986-1
pseudo_thinking,10,4,100.0,8556,0,1986-2
pseudo_thinking,10,4,100.0,1999,0,1986-3
pseudo_thinking,10,4,100.0,5803,0,1986-5
pseudo_thinking,10,4,100.0,5183,0,1986-6
pseudo_thinking,10,4,100.0,7775,0,1986-7
pseudo_thinking,10,4,100.0,3848,0,1986-8
pseudo_thinking,10,4,0.0,24726,0,1986-9
pseudo_thinking,10,4,100.0,10831,0,1986-10
pseudo_thinking,10,4,100.0,17862,0,1986-11
pseudo_thinking,10,4,0.0,44844,0,1986-12
pseudo_thinking,10,4,0.0,52553,0,1986-13
pseudo_thinking,10,4,100.0,16349,0,1986-14
pseudo_thinking,10,4,0.0,34680,0,1986-15
pseudo_thinking,10,4,100.0,5289,0,1987-1
pseudo_thinking,10,4,100.0,7252,0,1987-2
pseudo_thinking,10,4,100.0,10333,0,1987-3
pseudo_thinking,10,4,100.0,14393,0,1987-4
pseudo_thinking,10,4,100.0,5039,0,1987-5
pseudo_thinking,10,4,0.0,43097,0,1987-6
pseudo_thinking,10,4,0.0,19461,0,1987-7
pseudo_thinking,10,4,0.0,39622,0,1987-8
pseudo_thinking,10,4,100.0,10326,0,1987-9
pseudo_thinking,10,4,100.0,8267,0,1987-10
pseudo_thinking,10,4,100.0,12830,0,1987-11
pseudo_thinking,10,4,100.0,14522,0,1987-12
pseudo_thinking,10,4,0.0,38522,0,1987-14
pseudo_thinking,10,4,0.0,46903,0,1987-15
pseudo_thinking,10,4,100.0,16486,0,1988-2
pseudo_thinking,10,4,100.0,3668,0,1988-3
pseudo_thinking,10,4,100.0,4178,0,1988-5
pseudo_thinking,10,4,100.0,6722,0,1988-7
pseudo_thinking,10,4,100.0,6545,0,1988-8
pseudo_thinking,10,4,100.0,11392,0,1988-9
pseudo_thinking,10,4,100.0,25690,0,1988-10
pseudo_thinking,10,4,100.0,20852,0,1988-13
pseudo_thinking,10,4,100.0,24083,0,1988-14
pseudo_thinking,10,4,0.0,57786,0,1988-15
pseudo_thinking,10,4,0.0,25144,0,1989-1
pseudo_thinking,10,4,100.0,4198,0,1989-2
pseudo_thinking,10,4,100.0,24739,0,1989-4
pseudo_thinking,10,4,100.0,5168,0,1989-5
pseudo_thinking,10,4,100.0,6757,0,1989-7
pseudo_thinking,10,4,100.0,5270,0,1989-8
pseudo_thinking,10,4,100.0,9168,0,1989-9
pseudo_thinking,10,4,0.0,42074,0,1989-11
pseudo_thinking,10,4,0.0,44408,0,1989-13
pseudo_thinking,10,4,0.0,35834,0,1990-1
pseudo_thinking,10,4,100.0,9705,0,1990-2
pseudo_thinking,10,4,100.0,9982,0,1990-3
pseudo_thinking,10,4,100.0,13979,0,1990-5
pseudo_thinking,10,4,100.0,4537,0,1990-6
pseudo_thinking,10,4,100.0,12353,0,1990-7
pseudo_thinking,10,4,100.0,7562,0,1990-9
pseudo_thinking,10,4,100.0,12723,0,1990-10
pseudo_thinking,10,4,0.0,32425,0,1990-11
pseudo_thinking,10,5,100.0,3910,0,1983-1
pseudo_thinking,10,5,100.0,10522,0,1983-2
pseudo_thinking,10,5,100.0,3901,0,1983-3
pseudo_thinking,10,5,0.0,37289,0,1983-4
pseudo_thinking,10,5,100.0,6359,0,1983-5
pseudo_thinking,10,5,100.0,13305,0,1983-6
pseudo_thinking,10,5,100.0,19519,0,1983-7
pseudo_thinking,10,5,100.0,11897,0,1983-8
pseudo_thinking,10,5,100.0,8126,0,1983-9
pseudo_thinking,10,5,0.0,33221,0,1983-10
pseudo_thinking,10,5,0.0,51663,0,1983-11
pseudo_thinking,10,5,100.0,14196,0,1983-12
pseudo_thinking,10,5,100.0,14520,0,1983-13
pseudo_thinking,10,5,100.0,12282,0,1983-14
pseudo_thinking,10,5,0.0,42206,0,1983-15
pseudo_thinking,10,5,100.0,12115,0,1984-1
pseudo_thinking,10,5,100.0,9329,0,1984-2
pseudo_thinking,10,5,100.0,21182,0,1984-3
pseudo_thinking,10,5,100.0,13482,0,1984-4
pseudo_thinking,10,5,100.0,4981,0,1984-5
pseudo_thinking,10,5,100.0,10385,0,1984-6
pseudo_thinking,10,5,0.0,29523,0,1984-7
pseudo_thinking,10,5,100.0,7034,0,1984-8
pseudo_thinking,10,5,100.0,21440,0,1984-9
pseudo_thinking,10,5,0.0,38824,0,1984-10
pseudo_thinking,10,5,100.0,9134,0,1984-11
pseudo_thinking,10,5,100.0,19332,0,1984-12
pseudo_thinking,10,5,100.0,9880,0,1984-13
pseudo_thinking,10,5,100.0,12378,0,1984-14
pseudo_thinking,10,5,100.0,15522,0,1985-1
pseudo_thinking,10,5,100.0,4382,0,1985-2
pseudo_thinking,10,5,100.0,4990,0,1985-3
pseudo_thinking,10,5,0.0,35831,0,1985-4
pseudo_thinking,10,5,100.0,7687,0,1985-5
pseudo_thinking,10,5,0.0,55085,0,1985-6
pseudo_thinking,10,5,100.0,9769,0,1985-7
pseudo_thinking,10,5,100.0,28280,0,1985-8
pseudo_thinking,10,5,100.0,10126,0,1985-9
pseudo_thinking,10,5,0.0,23935,0,1985-10
pseudo_thinking,10,5,0.0,40932,0,1985-11
pseudo_thinking,10,5,100.0,16632,0,1985-12
pseudo_thinking,10,5,100.0,6274,0,1985-13
pseudo_thinking,10,5,100.0,45169,0,1985-14
pseudo_thinking,10,5,0.0,52079,0,1985-15
pseudo_thinking,10,5,100.0,3359,0,1986-1
pseudo_thinking,10,5,100.0,13253,0,1986-2
pseudo_thinking,10,5,100.0,2582,0,1986-3
pseudo_thinking,10,5,100.0,7690,0,1986-5
pseudo_thinking,10,5,100.0,5134,0,1986-6
pseudo_thinking,10,5,100.0,9328,0,1986-7
pseudo_thinking,10,5,100.0,4065,0,1986-8
pseudo_thinking,10,5,0.0,43577,0,1986-9
pseudo_thinking,10,5,100.0,9340,0,1986-10
pseudo_thinking,10,5,100.0,31372,0,1986-11
pseudo_thinking,10,5,100.0,35874,0,1986-12
pseudo_thinking,10,5,0.0,53228,0,1986-13
pseudo_thinking,10,5,100.0,26919,0,1986-14
pseudo_thinking,10,5,0.0,34964,0,1986-15
pseudo_thinking,10,5,100.0,12148,0,1987-1
pseudo_thinking,10,5,100.0,3511,0,1987-2
pseudo_thinking,10,5,100.0,12069,0,1987-3
pseudo_thinking,10,5,100.0,35473,0,1987-4
pseudo_thinking,10,5,100.0,4730,0,1987-5
pseudo_thinking,10,5,0.0,48926,0,1987-6
pseudo_thinking,10,5,100.0,21811,0,1987-7
pseudo_thinking,10,5,0.0,37375,0,1987-8
pseudo_thinking,10,5,100.0,10365,0,1987-9
pseudo_thinking,10,5,100.0,7980,0,1987-10
pseudo_thinking,10,5,100.0,18664,0,1987-11
pseudo_thinking,10,5,100.0,9734,0,1987-12
pseudo_thinking,10,5,100.0,8106,0,1987-14
pseudo_thinking,10,5,0.0,44180,0,1987-15
pseudo_thinking,10,5,100.0,4654,0,1988-2
pseudo_thinking,10,5,100.0,5210,0,1988-3
pseudo_thinking,10,5,100.0,5873,0,1988-5
pseudo_thinking,10,5,100.0,7540,0,1988-7
pseudo_thinking,10,5,100.0,12985,0,1988-8
pseudo_thinking,10,5,100.0,9656,0,1988-9
pseudo_thinking,10,5,100.0,13210,0,1988-10
pseudo_thinking,10,5,100.0,9887,0,1988-13
pseudo_thinking,10,5,100.0,18149,0,1988-14
pseudo_thinking,10,5,0.0,55117,0,1988-15
pseudo_thinking,10,5,100.0,3365,0,1989-1
pseudo_thinking,10,5,100.0,4622,0,1989-2
pseudo_thinking,10,5,100.0,18449,0,1989-4
pseudo_thinking,10,5,100.0,3971,0,1989-5
pseudo_thinking,10,5,100.0,6609,0,1989-7
pseudo_thinking,10,5,100.0,6762,0,1989-8
pseudo_thinking,10,5,100.0,10169,0,1989-9
pseudo_thinking,10,5,0.0,15666,0,1989-11
pseudo_thinking,10,5,100.0,42253,0,1989-13
pseudo_thinking,10,5,100.0,11687,0,1990-1
pseudo_thinking,10,5,0.0,4517,0,1990-2
pseudo_thinking,10,5,100.0,14519,0,1990-3
pseudo_thinking,10,5,100.0,18096,0,1990-5
pseudo_thinking,10,5,100.0,6238,0,1990-6
pseudo_thinking,10,5,100.0,5875,0,1990-7
pseudo_thinking,10,5,100.0,7524,0,1990-9
pseudo_thinking,10,5,100.0,7654,0,1990-10
pseudo_thinking,10,5,0.0,37570,0,1990-11
pseudo_thinking,100,1,100.0,14112,0,1983-1
pseudo_thinking,100,1,100.0,11041,0,1983-2
pseudo_thinking,100,1,100.0,7788,0,1983-3
pseudo_thinking,100,1,0.0,41177,0,1983-4
pseudo_thinking,100,1,100.0,7106,0,1983-5
pseudo_thinking,100,1,100.0,11218,0,1983-6
pseudo_thinking,100,1,100.0,11840,0,1983-7
pseudo_thinking,100,1,100.0,12307,0,1983-8
pseudo_thinking,100,1,100.0,18881,0,1983-9
pseudo_thinking,100,1,100.0,41574,0,1983-10
pseudo_thinking,100,1,100.0,32926,0,1983-11
pseudo_thinking,100,1,100.0,9821,0,1983-12
pseudo_thinking,100,1,100.0,32654,0,1983-13
pseudo_thinking,100,1,100.0,40635,0,1983-14
pseudo_thinking,100,1,0.0,46004,0,1983-15
pseudo_thinking,100,1,100.0,9435,0,1984-1
pseudo_thinking,100,1,100.0,10207,0,1984-2
pseudo_thinking,100,1,100.0,13015,0,1984-3
pseudo_thinking,100,1,100.0,14506,0,1984-4
pseudo_thinking,100,1,100.0,4069,0,1984-5
pseudo_thinking,100,1,0.0,44152,0,1984-6
pseudo_thinking,100,1,100.0,7857,0,1984-7
pseudo_thinking,100,1,100.0,12185,0,1984-8
pseudo_thinking,100,1,100.0,21067,0,1984-9
pseudo_thinking,100,1,0.0,31191,0,1984-10
pseudo_thinking,100,1,100.0,10387,0,1984-11
pseudo_thinking,100,1,0.0,46605,0,1984-12
pseudo_thinking,100,1,100.0,7273,0,1984-13
pseudo_thinking,100,1,100.0,7019,0,1984-14
pseudo_thinking,100,1,100.0,4185,0,1985-1
pseudo_thinking,100,1,100.0,4306,0,1985-2
pseudo_thinking,100,1,100.0,4572,0,1985-3
pseudo_thinking,100,1,0.0,34251,0,1985-4
